CLOSE,DATE
140.03,2022-12-09
139.98,2022-12-12
139.48,2022-12-12
136.48,2022-12-13
138.13,2022-12-13
137.5,2022-12-14
137.3,2022-12-14
135.9,2022-12-15
134.55,2022-12-15
136.6,2022-12-16
135.45,2022-12-16
135.45,2022-12-16
134.63,2022-12-19
134.64,2022-12-19
137.97,2022-12-20
138.28,2022-12-20
137.96,2022-12-21
137.75,2022-12-21
138.91,2022-12-22
137.69,2022-12-22
137.94,2022-12-23
137.94,2022-12-23
139.86,2022-12-26
140.95,2022-12-26
140.29,2022-12-27
139.9,2022-12-27
138.64,2022-12-28
139.51,2022-12-28
139.21,2022-12-29
140.96,2022-12-29
140.26,2022-12-30
141.15,2022-12-30
140.18,2023-01-03
141.78,2023-01-03
140.16,2023-01-04
141.43,2023-01-04
140.08,2023-01-05
141.27,2023-01-05
140.28,2023-01-06
141.4,2023-01-06
141.1,2023-01-09
142.4,2023-01-09
141.13,2023-01-10
142.81,2023-01-10
148.05,2023-01-11
149.96,2023-01-11
148.0,2023-01-12
149.3,2023-01-12
152.32,2023-01-13
151.69,2023-01-13
151.81,2023-01-16
153.71,2023-01-16
152.13,2023-01-17
150.45,2023-01-17
152.25,2023-01-18
151.47,2023-01-18
152.0,2023-01-19
149.34,2023-01-19
151.6,2023-01-20
151.38,2023-01-20
153.0,2023-01-23
153.5,2023-01-23
153.74,2023-01-24
152.66,2023-01-24
152.77,2023-01-25
152.81,2023-01-25
154.25,2023-01-26
152.4,2023-01-26
153.0,2023-01-27
153.2,2023-01-27
153.45,2023-01-30
153.38,2023-01-30
155.22,2023-01-31
158.07,2023-01-31
158.67,2023-02-01
158.29,2023-02-01
161.24,2023-02-02
159.45,2023-02-02
161.76,2023-02-03
161.26,2023-02-03
166.89,2023-02-06
167.09,2023-02-06
164.9,2023-02-07
165.39,2023-02-07
163.26,2023-02-08
164.15,2023-02-08
165.97,2023-02-09
165.31,2023-02-09
166.25,2023-02-10
165.52,2023-02-10
164.68,2023-02-13
164.32,2023-02-13
161.0,2023-02-14
161.86,2023-02-14
156.05,2023-02-15
156.25,2023-02-15
157.99,2023-02-16
158.22,2023-02-16
159.9,2023-02-17
159.73,2023-02-17
158.0,2023-02-20
160.09,2023-02-20
160.58,2023-02-21
164.15,2023-02-21
163.99,2023-02-22
163.37,2023-02-22
163.99,2023-02-24
164.3,2023-02-24
165.27,2023-02-27
169.95,2023-02-27
168.01,2023-02-28
169.82,2023-02-28
170.17,2023-03-01
170.53,2023-03-01
169.49,2023-03-02
168.05,2023-03-02
172.6,2023-03-03
171.16,2023-03-03
169.51,2023-03-06
171.84,2023-03-06
174.49,2023-03-07
174.01,2023-03-07
172.09,2023-03-09
172.55,2023-03-09
172.99,2023-03-10
172.53,2023-03-10
173.61,2023-03-13
172.15,2023-03-13
175.0,2023-03-14
175.71,2023-03-14
